ID,Answer
1319,2015年
1320,1959年
1321,民主黨
1322,水田
1323,戡亂建國教育實施綱要
1324,488年
1325,病態賭徒
1326,
1327,外太空
1328,
1329,雅爾達協定》
1330,奧地利
1331,1913年
1332,美國
1333,鐵
1334,拿破崙
1335,廣東省
1336,玫瑰盃
1337,羅馬法
1338,心理學
1339,希臘
1340,拉丁字母
1341,《[UNK][UNK]條約
1342,卡普拉
1343,聯邦成員
1344,24英吋克拉克望遠鏡
1345,生物質
1346,秘書處
1347,空氣汙染
1348,2300
1349,類比訊號
1350,
1351,視錐細胞
1352,人口眾多
1353,威廉二世
1354,政治局擴大會議
1355,京大事件
1356,君士坦丁大帝
1357,國際網球總會
1358,年代末
1359,
1360,盛庸、鐵鉉追擊，大敗燕軍，收復德州。濟南之戰結束。九月初十，朱允[UNK]升鐵鉉為山東布政使，參贊軍務，不久後升兵部尚書；封盛庸
1361,外交手段
1362,1887年
1363,2008年歐洲足球錦標賽是第十三屆歐洲國家盃，於2008年
1364,畢達哥拉斯
1365,2010年
1366,1918年
1367,阿普伽新生兒評分
1368,魯宗之
1369,被明朝擊退
1370,大韓帝國
1371,2012年
1372,生物動力學
1373,印度洋暖濕氣流
1374,太白山脈
1375,日俄戰爭
1376,控制面變形
1377,民國十八年至二十六年間
1378,太白山脈
1379,一萬兌一
1380,10名
1381,反蘇運動
1382,1996年
1383,1985年
1384,18世紀
1385,顯示自己的獨立自主
1386,公元前三世紀
1387,九龍灣
1388,1920年代
1389,1997年
1390,牛津大學默頓學院
1391,張學良
1392,越南人
1393,1914年
1394,越來越受國際注視
1395,2300多種
1396,化石燃料
1397,女性
1398,40倍
1399,1953年
1400,白色
1401,1856年
1402,鳳伽異
1403,反革命事件
1404,夫人王光美
1405,理察·科伯恩
1406,西德
1407,1624年
1408,15%
1409,江青
1410,奈及利亞
1411,美國
1412,1979年
1413,質量大於0.4太陽質量
1414,農田
1415,低地方言德語
1416,2013年2月28日
1417,1973年
1418,代達爾豪斯侯爵詹姆斯·布朗-拉姆齊為了繼續吞併全印度，推行「無嗣失權
1419,
1420,科學家
1421,10萬人
1422,忽都虎
1423,抗佝[UNK]病
1424,南島語系
1425,7
1426,預算限制
1427,梅里亞姆-韋伯斯特字典》定義，獨裁政體
1428,
1429,元代
1430,43人
1431,限制性消化
1432,劉氏
1433,模特兒
1434,兩層
1435,志費尼
1436,中國共產黨
1437,《鋼鐵是怎樣煉成的》
1438,1994年12月1日
1439,梅艷芳
1440,錫克教
1441,1986年
1442,開拓史》
1443,水上人漁民
1444,省級公園
1445,哈利里德
1446,伊斯蘭教
1447,徐樹錚
1448,明太祖建國後論
1449,宣誓
1450,英屬維京群島
1451,對空警戒
1452,外國不可能介入內戰
1453,南朝鮮
1454,古代查莫洛社會
1455,公共救濟
1456,日本
1457,大學
1458,九龍灣
1459,廣州鐵路管理局
1460,佛教
1461,陳朝
1462,奧斯陸
1463,有色人種
1464,共產國際
1465,漢諾威
1466,中央電視台高清綜合頻道
1467,石亭之戰
1468,蘇蒙修好條約》
1469,主體史學
1470,心室底壁組織
1471,
1472,1884年
1473,第二產業
1474,俄羅斯
1475,杜登
1476,光度
1477,社會主義市場經濟
1478,吐谷渾
1479,
1480,正德十一年
1481,陳興道
1482,奧地利
1483,赫爾德瓦爾
1484,莫萊-明托改革
1485,沙俄軍隊
1486,200萬立方公尺
1487,黑龍江
1488,2003年
1489,北角、冊魚涌舊樓區:這一帶的人口以閩籍為主要多數，是銅鑼灣
1490,新界原居民
1491,蔣中正
1492,大和國
1493,印度教
1494,頻率理論難以解釋人而對聲音頻率
1495,有性生殖
1496,
1497,母親病危
1498,第十五屆
1499,鬍鬚
1500,阿拉巴馬州
1501,鋤草祭
1502,[UNK]-15
1503,2005年
1504,客車整備
1505,1980年
1506,1958年
1507,納戈爾諾卡拉巴赫的亞美尼亞人同意創建一個獨立的國家。雙方都不滿意一個留在亞塞拜然內而加強納戈爾諾-卡拉巴赫
1508,
1509,路易斯一世
1510,《時代》雜誌
1511,極權主義
1512,斯特-立陶夫斯克條約》
1513,路易·勒沃
1514,
1515,後燃器
1516,曼諾球場比賽了20年，直至1913年才搬往海布里球場。海布里球場
1517,東吳
1518,愛德華一世
1519,沒有花瓣
1520,1938年
1521,歧視情況而很不快樂
1522,獻縣張莊
1523,蓋茲
1524,陸秀夫
1525,華人
1526,
1527,塘沽協定
1528,鄂溫克
1529,1897年
1530,巴拉克·歐巴馬
1531,2003年3月4日
1532,考慮造形、機械功能之外，還得另外考慮到產品生命周期和創造使用者的需要
1533,發展局
1534,杭州[UNK]橋機場
1535,勃艮地人
1536,百日攻勢
1537,管理所屬行政區域的地方官員
1538,興王
1539,衛奕信
1540,非歐幾里得幾何
1541,2009年
1542,文峰塔
1543,忽必烈
1544,花垣縣
1545,未來以任何方式著陸埃歐的探測器都不需要安裝隔熱板來保護儀器
1546,惠金斯原理
1547,松花江
1548,電子、化學、海洋及潔淨工程學，並興建了新的教學大樓
1549,兩年
1550,1994年
1551,便於管理漢地
1552,喬托號
1553,最高人民法院允許了這一請求
1554,烏里雅蘇臺將軍
1555,拿破崙
1556,1945年戰爭結束，於9月21日
1557,蔡[UNK]
1558,中國
1559,《刑部大理寺狀》
1560,澳大利亞新南威爾斯州
1561,
1562,聖方濟·沙勿略
1563,羅馬共和國時期
1564,細毛
1565,韓國
1566,南固臺
1567,圖西族
1568,五名
1569,五個
1570,張三祿
1571,15世紀
1572,《風雲人物》
1573,劉琮
1574,高血壓
1575,劉裕
1576,中國郵政集團公司章程》
1577,保護環境、推進生態環境健康
1578,城市物質形態
1579,環境保護主義
1580,773年
1581,懷柔區
1582,七間
1583,民間反應不佳
1584,光緒十年
1585,1950年代
1586,希臘語
1587,2008年歐洲足球錦標賽
1588,肌源性
1589,加拿大
1590,七個
1591,安定
1592,萬國郵聯
1593,乾旱
1594,《內戰記》
1595,新北市
1596,甲午戰爭
1597,普羅蒂奇辭職，中立的米倫科·韋斯尼奇接任
1598,1910年
1599,拉丁字母
1600,1935年
1601,英華字典》
1602,8.6%
1603,浙江海商
1604,巴西
1605,歐洲聯盟委員會
1606,天壇建築的主要設計思想就是要突出天空的遼闊高遠，以表現「天」的至高無上
1607,美國
1608,加加林
1609,七年戰爭
1610,100米
1611,咖啡因中毒
1612,國民政府
1613,漢江
1614,有毒
1615,社會主義
1616,財務部
1617,1993年
1618,射擊斷續器
1619,5位
1620,芽孢炭疽桿菌
1621,1945年
1622,北宋，初置懷羌縣，後為甘青蕃人轄領。金代
1623,導演
1624,1988年
1625,果敢」號
1626,英國
1627,天主教
1628,冷戰期間
1629,鐵鉉
1630,傑瑞·威斯特
1631,《義勇軍進行曲》
1632,棉花
1633,卡洛·埃馬努埃萊一世
1634,郭沫若
1635,遊牧民族
1636,漢化
1637,恆星
1638,勒拿河
1639,厄德
1640,羅馬共和國中後期
1641,當時儒教興盛
1642,放人
1643,奧斯陸
1644,
1645,哈大客運專線
1646,亞熱帶常綠闊葉林
1647,1937年
1648,普法戰爭
1649,傑弗里·德維爾阿杜安
1650,約翰·莫根
1651,耐腐蝕性
1652,咸豐二年
1653,咖啡因
1654,革命外交」政策
1655,1972年
1656,怯薛
1657,汪精衛
1658,體育部
1659,單斜棱晶體
1660,直系
1661,水牛城勇士
1662,蔣中正
1663,七月初六
1664,賽丁泉天文台
1665,殖民政策
1666,[UNK]染色體
1667,日本
1668,16世紀
1669,大陸性氣候帶
1670,配子
1671,胡安娜
1672,邱行湘
1673,德克薩斯州石牆郡
1674,皖系軍閥
1675,楚州人
1676,1964年
1677,1967年
1678,主人
1679,哲布尊丹巴
1680,司馬休之
1681,負責制訂政策，並由各有關部門負責執行
1682,1861年
1683,3月3日
1684,既有的漢字
1685,安托萬·拉瓦錫
1686,伊斯蘭教
1687,壓力梯度
1688,管叔鮮
1689,參議院
1690,
1691,盧安達法郎
1692,皖南獨立團為基幹的皖浙贛獨立團
1693,德川家康
1694,經濟蕭條
1695,世族
1696,1853年
1697,新加坡
1698,民國34年
1699,1270年
1700,電路傳導飛控命令為基礎上開發，更重要的是可以有多部電腦介入飛控系統操作，飛行員只需下達動作指令，至於達成指令所需的機身、動力系統
1701,三個
1702,香山縣南朗翠亨村
1703,俄羅斯
1704,庄[UNK]
1705,江河級
1706,1996年
1707,21473平方公里
1708,非婚生
1709,颶風
1710,世界氣象組織
1711,大秦
1712,海河流域
1713,忽必烈
1714,約700
1715,中國溧陽茶葉節
1716,全市綠化比例高
1717,飛獄成，寺官聚斷，咸謂死有餘罪」。大理寺按律：「臨軍征討，稽期三日者，斬。」一般史家皆同意岳飛的死是件從頭到尾都是件冤案
1718,
1719,漢地
1720,民國三十六年11月21日至23日依憲法規定舉行第一屆中華民國國民大會代表選舉，民國三十七年1月21日至23日則舉行第一屆中華民國立法委員選舉；同年3月29日
1721,7980年
1722,1962年
1723,青島海軍基地
1724,姑臧
1725,票務櫃臺
1726,恩琴
1727,波蘭進入戰時狀態，實行軍事管制。據事後蘇聯方面材料透露，如果當時波蘭當局失去對局勢的控制，蘇聯將毫不猶豫地利用華沙條約集團進行軍事干預
1728,西方遊客
1729,視網膜神經節細胞
1730,黎元洪
1731,宋美齡
1732,越南
1733,第二次世界大戰
1734,1961年
1735,白光
1736,
1737,1966年
1738,奈特·麥克米蘭
1739,無佛像時代
1740,1977年
1741,白色
1742,自由聯合
1743,未能
1744,英國
1745,暫住證制度
1746,《劃一現行各道地方行政官廳組織令》
1747,高朱蒙
1748,1948年
1749,蒸汽膨脹
1750,隋[UNK]帝
1751,石碇區石碇里
1752,日本
1753,美國心臟學會
1754,大英帝國
1755,《八篇書》
1756,德軍
1757,阿爾薩斯-洛林
1758,路易十四
1759,合作派
1760,思覺失調症
1761,泰晤士河爆發大惡臭
1762,兩個
1763,1990年代
1764,圖蘭人
1765,24%
1766,韓國
1767,後現代主義
1768,1828年
1769,布里昂·維伯
1770,大會同意後任命之，負責調解與仲裁學生自治相關事務。行政中心
1771,西安招待所
1772,前12年
1773,湯瑪斯傑佛遜
1774,安太歲
1775,郵值標籤
1776,席哈克略皇帝
1777,1989年
1778,宙斯
1779,農耕節
1780,俄國革命
1781,沿用舊戰術
1782,李[UNK]
1783,殘局
1784,四清
1785,科學命名
1786,愷撒
1787,10
1788,會稽
1789,英國
1790,木衛一也稱為「埃歐」或「伊俄」，是木星的四顆伽利略衛星中最靠近木星
1791,愛滋病毒
1792,1993年
1793,外蒙古
1794,張聞天
1795,不再建立便宜
1796,法家
1797,五個
1798,通古斯地區過於偏遠
1799,安大略湖
1800,香蕉
1801,
1802,劉駿
1803,神聖的匯流點
1804,浮動
1805,林奈
1806,詹姆斯
1807,意識形態的原因，對私有財產的保護一直處於缺位
1808,59歲
1809,飛機
1810,1928年
1811,5個
1812,[UNK]時的黑體輻射
1813,曼哈頓
1814,清咸豐年間
1815,瓦倫斯
1816,陳逸安
1817,繩文人和大洋洲的諸民族都有與丹尼索瓦人
1818,甲醇
1819,
1820,牛隻列印問題
1821,荷蘭
1822,合作派
1823,中國
1824,1591年
1825,1941年
1826,細胞核
1827,將閥門的操作自動化
1828,發生十月革命
1829,薩哈林州
1830,為了維護毛的權威，仍然參與到以空前的高調呼籲對毛的個人崇拜的浪潮
1831,幅員遼闊，選舉人數超過三百萬
1832,1943年
1833,多倫多市
1834,城市化
1835,膨脹
1836,儒勒·凡爾納
1837,一種非常常見的無味無臭的非金屬，純的硫是黃色的晶體
1838,資產負債表
1839,德川家康
1840,日本
1841,
1842,古曰雞籠，或稱淡水
1843,檀君古朝鮮
1844,1789年
1845,漢諾瓦國立劇院
1846,泰勒斯
1847,32.8%
1848,繼續進行
1849,鮑羅廷
1850,杜林
1851,金合歡
1852,13倍
1853,黃埔軍校
1854,紅樓夢》
1855,1932年
1856,1920年
1857,雲南
1858,20世紀初
1859,電子郵票
1860,儒字
1861,突厥
1862,剛果民主共和國
1863,馬克思主義
1864,成熟階段
1865,求其放心
1866,吠陀
1867,1950年代
1868,
1869,湯·韋迪加
1870,麥羅沃州
1871,傑弗里·德維爾阿杜安
1872,太空載具
1873,雙位數
1874,東亞一夫一妻多妾制
1875,腓特烈二世
1876,義大利
1877,2000年
1878,1932年
1879,東西合璧混合文化
1880,路易-菲利普
1881,桑海帝國
1882,給我一個膠帶
1883,近代宗教，是印度教巴克提派的虔信運動和伊斯蘭教蘇菲派一神論
1884,1865年
1885,周叔蓮
1886,1924年
1887,德國財政局
1888,9%
1889,楊宇霆
1890,法國
1891,詹姆斯·史都華
1892,周恩來
1893,漳州協守劉國軒
1894,環境污染
1895,板橋藍綠實力相當，在層級較高的選舉中往往具有特殊指標性；而雙和、土城、新店、汐止屬於藍營
1896,國務會議
1897,
1898,加拿大式雙打
1899,后妃傳
1900,關原之戰
1901,金門
1902,電氣化鐵路
1903,資治通鑑》
1904,2007年
1905,中華民國實業部
1906,1966年5月至1973年4月，是中國人民解放軍防管時期。1966年5月，中央決定撤銷公安部隊，邊境防衛和管理任務交由中國人民解放軍擔負。第五次調整是1973年
1907,
1908,京大校園
1909,約翰·洛克菲勒
1910,1960年代末
1911,1596年
1912,埃德溫·哈勃
1913,阮攸
1914,有絲分裂
1915,議會制
1916,1981年
1917,東西伯利亞喇嘛教則例
1918,莫斯科
1919,五分之一
1920,《德意志語言正字大詞典》
1921,魔獸英雄傳
1922,
1923,《渡假留香》
1924,日本
1925,
1926,法國
1927,水門事件
1928,中山目前仍有多項公路建設工程進行或準備中，如連接中山與深圳的深中大橋，以及中江高速，廣珠中線二期，縱二線北段中山港大橋擴建工程，翠亨快線，斯364線
1929,閻錫山
1930,1997年
1931,托爾金
1932,龍興之地
1933,中國政府因開放市場的需要
1934,阿伊努人
1935,1917年
1936,3.8%
1937,煤炭發電站和天然氣
1938,艾森豪
1939,3400萬
1940,單手反拍
1941,帕西瓦爾·洛厄爾
1942,二二八事件
1943,黑色
1944,澎湖
1945,二氧化硫可以在肺中與水結合成亞硫酸，亞硫酸
1946,理學
1947,1998年
1948,渝懷鐵路
1949,毛澤東
1950,1950年
1951,高輻射的環境
1952,維基媒體
1953,生物質
1954,1939年
1955,清朝末年
1956,城堡
1957,哲學原理研究
1958,1999年迅速增長9.5％。2001年8月15日
1959,65歲及以上人口
1960,加勒比海
1961,1455年
1962,鄧穎超
1963,經典
1964,傳統音樂
1965,提防燕王謀反
1966,奧地利
1967,
1968,恢復市場的功能
1969,北非的希波大會
1970,中華民國政府
1971,1834年
1972,淋巴液
1973,償命
1974,1901年
1975,十八歲
1976,近年
1977,端午節
1978,阿布海兒汗時代
1979,音速巡航，他們還是繼續使用後燃器作為必要時的緊急能量補充
1980,1312年
1981,1888年
1982,
1983,[UNK]-90
1984,宦官與宮女
1985,兩
1986,對日抗戰
1987,1989年
1988,元武宗
1989,天文學家
1990,毛澤東
1991,英國
1992,國際非政府組織
1993,
1994,中部科學園區
1995,台北市立體育場
1996,曹議金
1997,冷戰
1998,1955年
1999,收容遣送制度
2000,中國國民黨
2001,《寂靜錢鍾書》
2002,狄拉克
2003,金黃飽滿
2004,移民實邊
2005,水軍
2006,黨
2007,吸熱過程，核融合
2008,劉少奇
2009,瑞士洛桑國際管理學院
2010,
2011,著陸
2012,有感於本人對基本人權的認識社會現實與官方宣傳的巨大差異及對受壓制人民的同情。世界上許多在人權維護上有經驗和成就的國家，積極和中國大陸政府展開人權領域的對話與合作
2013,丹尼爾奧爾特加
2014,幾何學
2015,1954年
2016,《風之國度》
2017,蠻族事務局
2018,阿格旺多傑
2019,首席的元老
2020,11世紀
2021,阿普列尤斯
2022,德國人、義大利人和來自東歐的猶太人
2023,光度
2024,亞科卡尋求美國政府援助，1979年12月國會通過克萊斯勒貸款法案
2025,省務會議
2026,1610年1月7日
2027,荷蘭
2028,獨立後法定國
2029,咸豐二年
2030,六四天安門事件
2031,衛星電視是通過接收人造衛星轉播過來的電視訊號節目的電視廣播方式。衛星電視的傳輸過程一般為：通過衛星將地面基站
2032,通俗的
2033,數百萬克耳文
2034,哭泣
2035,1948年
2036,1987年
2037,洪堡
2038,1847年
2039,唐睿宗
2040,1968年
2041,不動產
2042,寫首字母為「[UNK]·ㄎㄟ·ㄨㄞ」
2043,林肯總統
2044,養殖漢諾瓦馬、歐登堡馬和其他血統的馬是不少下薩克森邦人的業餘愛好和職業
2045,元末民變
2046,畜牧業
2047,
2048,1599年
2049,3個
2050,
2051,吸引選票
2052,段祺瑞
2053,普魯士
2054,高句麗
2055,外蒙
2056,普顏不花
2057,學會部
2058,林肯總統
2059,科什圖尼察
2060,80%
2061,將反托拉斯法
2062,500毫升
2063,古代
2064,民國元年
2065,蒙古人
2066,正德十一年
2067,閏盤
2068,
2069,經濟學人智庫
2070,劉少奇
2071,旭烈兀得知蒙哥於南征南宋時去世的消息
2072,瀧川
2073,莫高窟
2074,電穿孔細胞
2075,馬切拉塔
2076,2次
2077,1924年
2078,梁啟超
2079,期貨合約
2080,洋馬兒
2081,通貨膨脹
2082,1935年
2083,彌次郎
2084,外傭
2085,縱貫鐵路山線段或是東部幹線宜蘭段，由於坡度較高，通常貨運列車
2086,環保主義
2087,李察·賓特利
2088,逃港者
2089,柏拉圖
2090,宗教法
2091,塔蘭托戰役
2092,下納瓦拉
2093,阿爾卑斯山
2094,孫中山
2095,1957年興辦人民公社至1984年
2096,何鳳山
2097,一億光年
2098,1995年
2099,紅矮星
2100,日語
2101,德意志邦聯
2102,19世紀
2103,草本
2104,涵元殿
2105,奧斯卡·赫特維希
2106,1971年
2107,
2108,段祺瑞出山任國務總理，最終段祺瑞
2109,免疫
2110,民國18年
2111,人口總數
2112,1913年
2113,法國東部
2114,灣仔
2115,拉丁語
2116,美國
2117,畢達哥拉斯
2118,愛格思海金斯公司的建築師
2119,世界的中心
2120,第53
2121,工業革命
2122,耶穌會
2123,一次世界大戰時期
2124,大量安眠藥
2125,史坦波中心
2126,《科學怪人》
2127,詹森
2128,第一架
2129,德國
2130,
2131,
2132,劉裕
2133,中共中央副主席
2134,香巴尼和阿杜瓦
2135,心肌
2136,普洱專區
2137,一方
2138,英國倫敦溫布頓
2139,陳質
2140,1569年
2141,佐世保最大的造船企業。大島造船
2142,申城
2143,德川家
2144,河川
2145,岩石圈
2146,香港日治時期
2147,反托拉斯法
2148,1925年
2149,新界鄉村的代表
2150,德國
2151,亞熱帶
2152,1966年
2153,日本
2154,戡亂建國教育實施綱要》
2155,西南方言
2156,第二個地點為俄羅斯車里雅賓斯克
2157,王藍
2158,南成旭
2159,建興郡
2160,
2161,漢字
2162,絲綢之路
2163,5642米
2164,殺蟲劑中毒
2165,
2166,共和黨
2167,積水潭
2168,羅曼努斯二世的兒子巴西爾二世和君士坦丁八世
2169,南奧塞提亞自治區
2170,浮動
2171,農業
2172,秋天
2173,將兩國國界以黑龍江為基本界限劃清
2174,拔陶兒島
2175,雲南省
2176,美國
2177,扶植農業
2178,林邑王陽邁一世
2179,艾瑪·史東
2180,一大批來自原第三帝國東部的難民想要在這個地緣遼闊的邦找到棲身之地
2181,聯邦在內戰中取勝
2182,玉泉北路
2183,1789年
2184,280天
2185,旅遊業
2186,柏拉圖
2187,質學院
2188,2007年
2189,國家歷史文化名城
2190,維基媒體基金會
2191,
2192,道里根加河
2193,研究占星術
2194,
2195,最佳演唱團體獎
2196,胡氏
2197,防火能力
2198,現代精神醫學
2199,機炮
2200,山口鐵五郎
2201,法國坎城影展
2202,接合
2203,第三心音
2204,李白
2205,世襲制度
2206,韓國海關
2207,奧地利
2208,2010年
2209,牛胃氣膨脹
2210,中源
2211,古典
2212,受道家老子思想的用詞影響
2213,伸展台模特兒
2214,印第安納大學俱樂部
2215,電磁波研究
2216,1950年代
2217,西緣
2218,農業
2219,東芝
2220,新北市
2221,川本芳昭
2222,敘利亞
2223,15
2224,商業貿易
2225,抗議活動
2226,2002年
2227,620年
2228,民國2年
2229,第一公民
2230,現代主義
2231,天主教
2232,美利堅聯盟國
2233,克勞狄二世
2234,1951年
2235,1858年
2236,數學科幻
2237,心室底壁組織
2238,菲律賓為世界強國美國唯一的殖民地，華人和美國人都集中在馬尼拉，第一大城市馬尼拉教育，商業等都遠超香港、新加坡，而上海、孟買更望塵莫及，此時民初1913年菲律賓
2239,湯瑪斯·勃蘭契特·瑞德
2240,
2241,超音速
2242,[UNK]-51
2243,繩文時代新石器時代
2244,民國27年
2245,模擬別人的言行
2246,1897年
2247,李察·賓特利
2248,印尼
2249,康熙四十八年
2250,僑寓州
2251,爾法學院
2252,28個協商國有權表決和通過決議，而其他22個非協商國則只能列席會議
2253,克里米亞戰爭
2254,國防部空軍司令部
2255,北京
2256,1945年
2257,清軍
2258,世稱恭順
2259,1972年
2260,2013年
2261,哈薩克語
2262,佳木斯
2263,1918年
2264,太陽
2265,翼身融合
2266,基督教
2267,聯合國人權委員會
2268,庫里爾台
2269,
2270,頭
2271,賓夕法尼亞州大學
2272,環境污染
2273,穀類作物
2274,毛奇
2275,[UNK]染色體
2276,後代
2277,熱帶草原氣候
2278,王白駒
2279,劉備
2280,
2281,寶鼎二年十二月
2282,非金屬材料
2283,道格拉斯
2284,玉米
2285,東羅馬帝國
2286,三個
2287,民國25年
2288,松花江
2289,美國
2290,宋理宗
2291,哈雷彗星
2292,2008年
2293,南北韓高級別會談
2294,紅水河
2295,丹尼索瓦人
2296,斯芬·佩斯
2297,2013年
2298,大道東
2299,下薩克森邦
2300,副熱帶濕潤氣候
2301,1200萬名
2302,督憲
2303,1999年
2304,29.48萬人
2305,1998年
2306,林天宏
2307,富利
2308,12個
2309,西伯利亞
2310,櫻花大道
2311,焦爾達諾·布魯諾
2312,國際網球協會
2313,幽州
2314,類推
2315,四清
2316,刺史
2317,
2318,1180年
2319,三歲
2320,健康問題
2321,雷焦卡拉布里亞國家考古博物館
2322,阿克爾自治市
2323,香港人
2324,都市發展
2325,西班牙
2326,布爾人是19世紀荷蘭移民農戶的後裔。其中的大多數已經在1975獨立後離開。蘇利南的猶太人
2327,子宮收縮
2328,一卡通
2329,
2330,金礪
2331,河川
2332,外國人
2333,孫中山
2334,金銀珠寶
2335,10世紀
2336,1939年
2337,郵政機關發行，供寄遞郵件貼用的郵資憑證
2338,噪聲
2339,奧古斯都
2340,中源漾水河、南源玉帶河三個源頭，均位於陝西省漢中市內。中源漾水河發源於寧強縣東北部，流程較短。南源玉帶河
2341,空軍
2342,音樂
2343,《四十二章經》
2344,薩沃亞家族
2345,工業
2346,海因利希・弗格勒
2347,第五套
2348,景洪市
2349,《韓國憲法》
2350,爭取陽光
2351,《失落的故事集》
2352,1918年
2353,200米
2354,原始宗教
2355,1區
2356,博物學
2357,杭州
2358,機鼻進氣口
2359,1970年
2360,馮特
2361,彰化市民代表會
2362,法國大革命時期
2363,明朝
2364,2012年
2365,朱德
2366,陳湯銘
2367,漢武帝時期
2368,1958年
2369,東經
2370,西排立
2371,主語
2372,主序帶
2373,量子光學
2374,大清帝國光緒14年2月21日臺灣郵政總局頒布的臺灣郵政條款十六條及3月22日郵政業務正式運行辦理
2375,1938年
2376,2014年
2377,杜老誌夜總會
2378,2007年
2379,法國
2380,恢復到戰前的狀態
2381,西方
2382,鞏固自己及子孫的統治
2383,蒙古語
2384,甲醇
2385,元太宗
2386,15625億日元
2387,印度教經文
2388,1222年
2389,904年
2390,北非作戰階段
2391,公有制占主導，凡是國有企業
2392,1987年
2393,工程化核酸酶
2394,金軍
2395,巴西
2396,加拿大式雙打
2397,心球
2398,漢御史大夫王朗
2399,40年
2400,2901.3平方公里
2401,桃園市
2402,郭守時
2403,高等學校新生入學考試制度
2404,消除雲層頂部一部分，因此；如果平流霧歷久不散，能見度驟降
2405,學習偉大領袖毛澤東
2406,19世紀
2407,檀君古朝鮮
2408,康熙帝
2409,楊亨燮
2410,清宣宗時代
2411,蒙漢兩元政治
2412,士兵
2413,三國史記
2414,四次
2415,林彪
2416,統治階級
2417,1960年代
2418,錫克教
2419,慢病毒載體
2420,社會輿論
2421,1603年
2422,一分
2423,三個國家公園內，全國其它地區則以梯田農業占主導地位。紐格威森林
2424,2002年
2425,
2426,新石器時代
2427,孔齊
2428,海因里希·赫茲
2429,1958年
2430,世界氣象組織
2431,通貨膨脹
2432,1888年
2433,布政司署
2434,35%
2435,天主教
2436,第二產業
2437,1958年
2438,2010年
2439,柏樹林
2440,7920公里/小時
2441,仙台市
2442,史和平
2443,裝飾
2444,哈爾濱
2445,2000年
2446,義和團事變
2447,混合苦膽的酒
2448,
2449,關島組織法
2450,2008年
2451,第五次調整
2452,彼得二世
2453,19世紀晚期
2454,豐富銀礦
2455,合不勒汗
2456,高句麗
2457,察合台汗國
2458,民國15年
2459,49.3萬人
2460,巴納德
2461,量子光學
2462,
2463,哈德遜河
2464,全國地圖正保御國繪圖
2465,民國3年
2466,投保人
2467,主序帶的階段
2468,坎貝爾式
2469,港島區
2470,沙阿摩訶末時期
2471,實權仍掌握在他們的母親手中
2472,中華人民共和國憲法》
2473,二十歲
2474,打比賽
2475,中村法道
2476,
2477,阿忽台
2478,391年
2479,英國精神醫學期刊
2480,
2481,1260年
2482,13小時
2483,氦
2484,戰基處營區土地
2485,蒙古貴族
2486,
2487,黑死病
2488,第二次世界大戰
2489,卡胡盧伊
2490,硫酸
2491,氮化硫
2492,十名
2493,1972年
2494,都市計劃
2495,色指數
2496,哲布尊丹巴
2497,止痛
2498,50名
2499,虞亮
2500,煤煙消除會
2501,公民化
2502,宏碁
2503,國民政府時期
2504,海因里希·赫茲
2505,傻瓜塔
2506,朱棣
2507,五桂山
2508,匹茲堡
2509,威廉·赫歇爾
2510,格子型系統
2511,《動員戡亂時期臨時條款》
2512,下游
2513,1990年
2514,花垣鎮
2515,東部
2516,毒品
2517,7%
2518,韓國
2519,代表她連開28場與30場演唱會，事業如日中天
2520,莫斯科，與蘇聯交涉日內瓦世界和平會議事宜前，和蘇聯領導人酒宴後酒醉，事後周恩來向黨中央和毛澤東作檢討，毛澤東原諒並調侃道應該「和對方比吃辣椒」；第三次是招待宴請
2521,泰國
2522,農民階層
2523,孔恩
2524,索契
2525,普里默斯、米齊格
2526,求精中學
2527,臺灣獨立
2528,新天皇光明天皇
2529,托木斯克
2530,葛摩
2531,1897年
2532,臺灣自救運動宣言》
2533,詳細規劃
2534,十億年
2535,1486年
2536,英國
2537,1970年代
2538,1500公里
2539,南極條約協商會議
2540,布里亞特人
2541,建炎二年
2542,民國時期
2543,6月1日
2544,前279年
2545,中國大陸
2546,西元前1534年
